"","subjectid","activity","measure","measuremean"
"491",22,"walking_downstairs","bodyacczmean",-0.0323031325555556
"492",22,"walking_upstairs","bodyacczmean",0.0144506524285714
"493",23,"laying","bodyacczmean",0.00560015156986111
"494",23,"sitting","bodyacczmean",0.000460862626617647
"495",23,"standing","bodyacczmean",0.00190691315147059
"496",23,"walking","bodyacczmean",0.0198260316949153
"497",23,"walking_downstairs","bodyacczmean",-0.00764583353703704
"498",23,"walking_upstairs","bodyacczmean",-0.0119537838627451
"499",24,"laying","bodyacczmean",0.00439659503333333
"500",24,"sitting","bodyacczmean",0.000727915408823529
"501",24,"standing","bodyacczmean",-0.000873122420289855
"502",24,"walking","bodyacczmean",0.0338335768103448
"503",24,"walking_downstairs","bodyacczmean",-0.00373521509090909
"504",24,"walking_upstairs","bodyacczmean",-0.00258822644067797
"505",25,"laying","bodyacczmean",0.0201531205890411
"506",25,"sitting","bodyacczmean",-0.00235339170307692
"507",25,"standing","bodyacczmean",0.00363866884540541
"508",25,"walking","bodyacczmean",0.025837926972973
"509",25,"walking_downstairs","bodyacczmean",0.00237110479137931
"510",25,"walking_upstairs","bodyacczmean",0.0159668566307692
"511",26,"laying","bodyacczmean",0.00484940302157895
"512",26,"sitting","bodyacczmean",0.00947670846794872
"513",26,"standing","bodyacczmean",-0.000920505457702703
"514",26,"walking","bodyacczmean",-0.00293290906101695
"515",26,"walking_downstairs","bodyacczmean",-0.00042934306
"516",26,"walking_upstairs","bodyacczmean",0.0661886631454545
"517",27,"laying","bodyacczmean",0.00106484313783784
"518",27,"sitting","bodyacczmean",0.00524461841285714
"519",27,"standing","bodyacczmean",-0.001571485754125
"520",27,"walking","bodyacczmean",0.00777956277192983
"521",27,"walking_downstairs","bodyacczmean",0.0103108759090909
"522",27,"walking_upstairs","bodyacczmean",-0.0331145305294118
"523",28,"laying","bodyacczmean",-0.00490824879075
"524",28,"sitting","bodyacczmean",-0.00163777248888889
"525",28,"standing","bodyacczmean",-0.000264527214303798
"526",28,"walking","bodyacczmean",-0.0200797200555556
"527",28,"walking_downstairs","bodyacczmean",0.00859175045652174
"528",28,"walking_upstairs","bodyacczmean",-0.0630596854901961
"529",29,"laying","bodyacczmean",-0.00340918798956522
"530",29,"sitting","bodyacczmean",-0.00284540013333333
"531",29,"standing","bodyacczmean",0.000279484146153846
"532",29,"walking","bodyacczmean",-0.00145893981132075
"533",29,"walking_downstairs","bodyacczmean",0.0328139185145833
"534",29,"walking_upstairs","bodyacczmean",0.0558936642040816
"535",30,"laying","bodyacczmean",-0.000883412934857143
"536",30,"sitting","bodyacczmean",0.00335465745483871
"537",30,"standing","bodyacczmean",-0.00121468522372881
"538",30,"walking","bodyacczmean",0.0349488286107692
"539",30,"walking_downstairs","bodyacczmean",-0.0212905015645161
"540",30,"walking_upstairs","bodyacczmean",0.0205758714
"541",1,"laying","bodygyroxmean",-0.0159661675716
"542",1,"sitting","bodygyroxmean",-0.0232076234938298
"543",1,"standing","bodygyroxmean",0.00891729801773585
"544",1,"walking","bodygyroxmean",0.00747685885263158
"545",1,"walking_downstairs","bodygyroxmean",-0.118727008204082
"546",1,"walking_upstairs","bodygyroxmean",0.0998021347169811
"547",2,"laying","bodygyroxmean",0.0177494937135417
"548",2,"sitting","bodygyroxmean",-0.0298297051065217
"549",2,"standing","bodygyroxmean",0.0116561005055556
"550",2,"walking","bodygyroxmean",-0.0917045573559322
"551",2,"walking_downstairs","bodygyroxmean",-0.177574096595745
"552",2,"walking_upstairs","bodygyroxmean",0.102911038895833
"553",3,"laying","bodygyroxmean",0.0112363524564516
"554",3,"sitting","bodygyroxmean",0.00800294408076923
"555",3,"standing","bodygyroxmean",-0.00679811618032787
"556",3,"walking","bodygyroxmean",-0.0342330268965517
"557",3,"walking_downstairs","bodygyroxmean",-0.129880575444898
"558",3,"walking_upstairs","bodygyroxmean",0.160290847457627
"559",4,"laying","bodygyroxmean",0.0323878873814815
"560",4,"sitting","bodygyroxmean",-0.019714591036
"561",4,"standing","bodygyroxmean",0.0104971034392857
"562",4,"walking","bodygyroxmean",0.05663751255
"563",4,"walking_downstairs","bodygyroxmean",-0.0843141030666667
"564",4,"walking_upstairs","bodygyroxmean",0.174052745519231
"565",5,"laying","bodygyroxmean",0.0167157139403846
"566",5,"sitting","bodygyroxmean",-0.0429169545
"567",5,"standing","bodygyroxmean",-0.00501500975178571
"568",5,"walking","bodygyroxmean",-0.0769377707142857
"569",5,"walking_downstairs","bodygyroxmean",-0.00310994851063829
"570",5,"walking_upstairs","bodygyroxmean",0.0972241452978723
"571",6,"laying","bodygyroxmean",0.0646580331578947
"572",6,"sitting","bodygyroxmean",-0.0250124291072727
"573",6,"standing","bodygyroxmean",-0.00179867294385965
"574",6,"walking","bodygyroxmean",-0.0320182206385965
"575",6,"walking_downstairs","bodygyroxmean",-0.103879792291667
"576",6,"walking_upstairs","bodygyroxmean",-0.116322653568627
"577",7,"laying","bodygyroxmean",0.0471630230096154
"578",7,"sitting","bodygyroxmean",-0.0374578825520833
"579",7,"standing","bodygyroxmean",-0.029461836570566
"580",7,"walking","bodygyroxmean",0.106394612807018
"581",7,"walking_downstairs","bodygyroxmean",-0.19296867906383
"582",7,"walking_upstairs","bodygyroxmean",-0.164223425921569
"583",8,"laying","bodygyroxmean",0.049013682962963
"584",8,"sitting","bodygyroxmean",-0.0391723941521739
"585",8,"standing","bodygyroxmean",-0.00394813751296296
"586",8,"walking","bodygyroxmean",0.160335304166667
"587",8,"walking_downstairs","bodygyroxmean",-0.258208726052632
"588",8,"walking_upstairs","bodygyroxmean",0.389540354146341
"589",9,"laying","bodygyroxmean",0.024325718914
"590",9,"sitting","bodygyroxmean",-0.017741756094
"591",9,"standing","bodygyroxmean",-0.0237563413555556
"592",9,"walking","bodygyroxmean",-0.09404135
"593",9,"walking_downstairs","bodygyroxmean",-0.182033436904762
"594",9,"walking_upstairs","bodygyroxmean",-0.174271883673469
"595",10,"laying","bodygyroxmean",-0.0102535312036207
"596",10,"sitting","bodygyroxmean",-0.0313076740140741
"597",10,"standing","bodygyroxmean",0.0319357345909091
"598",10,"walking","bodygyroxmean",0.0573767097924528
"599",10,"walking_downstairs","bodygyroxmean",-0.191394881578947
"600",10,"walking_upstairs","bodygyroxmean",0.273377032765957
"601",11,"laying","bodygyroxmean",0.0205705774596491
"602",11,"sitting","bodygyroxmean",-0.0229637672433962
"603",11,"standing","bodygyroxmean",0.000507300391489361
"604",11,"walking","bodygyroxmean",-0.00900050815254237
"605",11,"walking_downstairs","bodygyroxmean",-0.231800837173913
"606",11,"walking_upstairs","bodygyroxmean",-0.0215479483333333
"607",12,"laying","bodygyroxmean",0.0100992696083333
"608",12,"sitting","bodygyroxmean",-0.0236354169607843
"609",12,"standing","bodygyroxmean",-0.00552307589672131
"610",12,"walking","bodygyroxmean",-0.128915213
"611",12,"walking_downstairs","bodygyroxmean",-0.180765806956522
"612",12,"walking_upstairs","bodygyroxmean",-0.185301512221154
"613",13,"laying","bodygyroxmean",0.0287335349709677
"614",13,"sitting","bodygyroxmean",-0.0158652677571429
"615",13,"standing","bodygyroxmean",-0.00196562942105263
"616",13,"walking","bodygyroxmean",-0.0611012440350877
"617",13,"walking_downstairs","bodygyroxmean",-0.119027769617021
"618",13,"walking_upstairs","bodygyroxmean",-0.158570388654545
"619",14,"laying","bodygyroxmean",0.0485117847529412
"620",14,"sitting","bodygyroxmean",-0.0324423055481481
"621",14,"standing","bodygyroxmean",0.0083426088
"622",14,"walking","bodygyroxmean",0.0177204884067797
"623",14,"walking_downstairs","bodygyroxmean",-0.000444120666666665
"624",14,"walking_upstairs","bodygyroxmean",0.32167728812963
"625",15,"laying","bodygyroxmean",0.0161465728791667
"626",15,"sitting","bodygyroxmean",-0.013100568730678
"627",15,"standing","bodygyroxmean",0.0135778152071698
"628",15,"walking","bodygyroxmean",-0.140659410314815
"629",15,"walking_downstairs","bodygyroxmean",-0.267050791904762
"630",15,"walking_upstairs","bodygyroxmean",0.3056842750625
"631",16,"laying","bodygyroxmean",0.0202805676028571
"632",16,"sitting","bodygyroxmean",-0.0217150456057971
"633",16,"standing","bodygyroxmean",-0.00270775701666667
"634",16,"walking","bodygyroxmean",0.0358810373921569
"635",16,"walking_downstairs","bodygyroxmean",-0.00579648106382979
"636",16,"walking_upstairs","bodygyroxmean",0.18710836374902
"637",17,"laying","bodygyroxmean",0.0116603644249296
"638",17,"sitting","bodygyroxmean",-0.0241851179171875
"639",17,"standing","bodygyroxmean",0.0108304269769359
"640",17,"walking","bodygyroxmean",0.0424133195622951
"641",17,"walking_downstairs","bodygyroxmean",0.190557700217391
"642",17,"walking_upstairs","bodygyroxmean",0.132360060333333
"643",18,"laying","bodygyroxmean",0.00705953697492308
"644",18,"sitting","bodygyroxmean",-0.0139636511652632
"645",18,"standing","bodygyroxmean",9.61757082191781e-05
"646",18,"walking","bodygyroxmean",0.0134051664285714
"647",18,"walking_downstairs","bodygyroxmean",-0.0465975328909091
"648",18,"walking_upstairs","bodygyroxmean",-0.081113899
"649",19,"laying","bodygyroxmean",-0.00910494626590361
"650",19,"sitting","bodygyroxmean",0.0122255956739726
"651",19,"standing","bodygyroxmean",0.00485218663013699
"652",19,"walking","bodygyroxmean",0.00723313248076923
"653",19,"walking_downstairs","bodygyroxmean",-0.45309528924359
"654",19,"walking_upstairs","bodygyroxmean",0.044245004
"655",20,"laying","bodygyroxmean",0.00419574857852941
"656",20,"sitting","bodygyroxmean",-0.0143253039712121
"657",20,"standing","bodygyroxmean",0.0158662716369863
"658",20,"walking","bodygyroxmean",-0.0355356141176471
"659",20,"walking_downstairs","bodygyroxmean",-0.170452412644444
"660",20,"walking_upstairs","bodygyroxmean",0.239782287843137
"661",21,"laying","bodygyroxmean",-0.00705521268222222
"662",21,"sitting","bodygyroxmean",0.0139450342389412
"663",21,"standing","bodygyroxmean",0.0204755672831461
"664",21,"walking","bodygyroxmean",-0.0652113963076923
"665",21,"walking_downstairs","bodygyroxmean",-0.192069477
"666",21,"walking_upstairs","bodygyroxmean",0.171367294468085
"667",22,"laying","bodygyroxmean",0.0122691671361111
"668",22,"sitting","bodygyroxmean",-0.0109726061274194
"669",22,"standing","bodygyroxmean",-0.0195295170539683
"670",22,"walking","bodygyroxmean",0.0885152309565217
"671",22,"walking_downstairs","bodygyroxmean",-0.0737073366666667
"672",22,"walking_upstairs","bodygyroxmean",0.277060476642857
"673",23,"laying","bodygyroxmean",0.0258685329319444
"674",23,"sitting","bodygyroxmean",-0.0232763819397059
"675",23,"standing","bodygyroxmean",-0.00979693648676471
"676",23,"walking","bodygyroxmean",0.0204262125932203
"677",23,"walking_downstairs","bodygyroxmean",-0.100340695133333
"678",23,"walking_upstairs","bodygyroxmean",0.242403635352941
"679",24,"laying","bodygyroxmean",0.0217872439402778
"680",24,"sitting","bodygyroxmean",-0.0146604466048529
"681",24,"standing","bodygyroxmean",0.000313256492753624
"682",24,"walking","bodygyroxmean",-0.120988344586207
"683",24,"walking_downstairs","bodygyroxmean",-0.215066891272727
"684",24,"walking_upstairs","bodygyroxmean",0.19539424120339
"685",25,"laying","bodygyroxmean",0.051052125369863
"686",25,"sitting","bodygyroxmean",-0.0145861836507692
"687",25,"standing","bodygyroxmean",0.00967656866891892
"688",25,"walking","bodygyroxmean",-0.0935234079702703
"689",25,"walking_downstairs","bodygyroxmean",0.0422926670689655
"690",25,"walking_upstairs","bodygyroxmean",0.166829471846154
"691",26,"laying","bodygyroxmean",0.0157831834289474
"692",26,"sitting","bodygyroxmean",-0.0155285671538462
"693",26,"standing","bodygyroxmean",0.00867761084459459
"694",26,"walking","bodygyroxmean",0.0317184453898305
"695",26,"walking_downstairs","bodygyroxmean",0.08423643468
"696",26,"walking_upstairs","bodygyroxmean",0.0253788278181818
"697",27,"laying","bodygyroxmean",0.0166133143627027
"698",27,"sitting","bodygyroxmean",-0.0173885165828571
"699",27,"standing","bodygyroxmean",0.00444493205875
"700",27,"walking","bodygyroxmean",-0.123295417017544
"701",27,"walking_downstairs","bodygyroxmean",-0.285124469090909
"702",27,"walking_upstairs","bodygyroxmean",-0.114737524901961
"703",28,"laying","bodygyroxmean",0.028211500265
"704",28,"sitting","bodygyroxmean",-0.0142167465163889
"705",28,"standing","bodygyroxmean",0.0126083093873418
"706",28,"walking","bodygyroxmean",-0.0869228396296296
"707",28,"walking_downstairs","bodygyroxmean",-0.19157485376087
"708",28,"walking_upstairs","bodygyroxmean",-0.223265528058824
"709",29,"laying","bodygyroxmean",0.00529798032115942
"710",29,"sitting","bodygyroxmean",-0.0158433754266667
"711",29,"standing","bodygyroxmean",0.000997341069230769
"712",29,"walking","bodygyroxmean",0.0380138003773585
"713",29,"walking_downstairs","bodygyroxmean",-0.0418975825
"714",29,"walking_upstairs","bodygyroxmean",0.318356744081633
"715",30,"laying","bodygyroxmean",0.013072046576
"716",30,"sitting","bodygyroxmean",-0.0172866466564516
"717",30,"standing","bodygyroxmean",-0.021264477440678
"718",30,"walking","bodygyroxmean",-0.131831439646154
"719",30,"walking_downstairs","bodygyroxmean",-0.221337737903226
"720",30,"walking_upstairs","bodygyroxmean",0.0940756784615385
"721",1,"laying","bodygyroymean",0.002071595314
"722",1,"sitting","bodygyroymean",-0.0166764589468085
"723",1,"standing","bodygyroymean",0.0161751360811321
"724",1,"walking","bodygyroymean",0.0295496486
"725",1,"walking_downstairs","bodygyroymean",0.0615735910204082
"726",1,"walking_upstairs","bodygyroymean",0.384218536313208
"727",2,"laying","bodygyroymean",-0.0291456208208333
"728",2,"sitting","bodygyroymean",0.00491840874347826
"729",2,"standing","bodygyroymean",0.00676610477592593
"730",2,"walking","bodygyroymean",0.0838385140169492
"731",2,"walking_downstairs","bodygyroymean",-0.0162758921276596
"732",2,"walking_upstairs","bodygyroymean",0.180568502520833
"733",3,"laying","bodygyroymean",-0.00602501685483871
"734",3,"sitting","bodygyroymean",-0.0240120286923077
"735",3,"standing","bodygyroymean",0.0301623757131148
"736",3,"walking","bodygyroymean",0.00501712163103448
"737",3,"walking_downstairs","bodygyroymean",0.0538230756122449
"738",3,"walking_upstairs","bodygyroymean",-0.0230419636440678
"739",4,"laying","bodygyroymean",-0.00991448791296296
"740",4,"sitting","bodygyroymean",-0.006881162306
"741",4,"standing","bodygyroymean",0.0270715180107143
"742",4,"walking","bodygyroymean",-0.00646838633333333
"743",4,"walking_downstairs","bodygyroymean",0.0395165792622222
"744",4,"walking_upstairs","bodygyroymean",-0.0433437819230769
"745",5,"laying","bodygyroymean",-0.00368025696730769
"746",5,"sitting","bodygyroymean",0.00789191172727273
"747",5,"standing","bodygyroymean",0.00636583556607143
"748",5,"walking","bodygyroymean",0.0682668079821429
"749",5,"walking_downstairs","bodygyroymean",0.18589061106383
"750",5,"walking_upstairs","bodygyroymean",-0.267720155595745
"751",6,"laying","bodygyroymean",-0.0100965986666667
"752",6,"sitting","bodygyroymean",-0.0165813542363636
"753",6,"standing","bodygyroymean",0.0178319195859649
"754",6,"walking","bodygyroymean",0.0312937038947368
"755",6,"walking_downstairs","bodygyroymean",0.0038116675
"756",6,"walking_upstairs","bodygyroymean",0.0450992008627451
"757",7,"laying","bodygyroymean",-0.04322122955
"758",7,"sitting","bodygyroymean",0.009883503125
"759",7,"standing","bodygyroymean",0.0024570047509434
"760",7,"walking","bodygyroymean",-0.0763808097719298
"761",7,"walking_downstairs","bodygyroymean",0.0153291338340426
"762",7,"walking_upstairs","bodygyroymean",0.0694505808235294
"763",8,"laying","bodygyroymean",-0.0106259449796296
"764",8,"sitting","bodygyroymean",-0.0108583931282609
"765",8,"standing","bodygyroymean",0.0481095573111111
"766",8,"walking","bodygyroymean",0.0464001104583333
"767",8,"walking_downstairs","bodygyroymean",-0.0931047221052632
"768",8,"walking_upstairs","bodygyroymean",-0.0313496880487805
"769",9,"laying","bodygyroymean",-0.077460236538
"770",9,"sitting","bodygyroymean",0.01829846536
"771",9,"standing","bodygyroymean",0.0212776535222222
"772",9,"walking","bodygyroymean",0.0130036082115385
"773",9,"walking_downstairs","bodygyroymean",0.116746300595238
"774",9,"walking_upstairs","bodygyroymean",0.0156709075510204
"775",10,"laying","bodygyroymean",-0.00130553482758621
"776",10,"sitting","bodygyroymean",0.00361777748703704
"777",10,"standing","bodygyroymean",-0.0203054992727273
"778",10,"walking","bodygyroymean",0.0449539266037736
"779",10,"walking_downstairs","bodygyroymean",-0.0874381021052632
"780",10,"walking_upstairs","bodygyroymean",-0.0477543078723404
"781",11,"laying","bodygyroymean",0.0162607701159649
"782",11,"sitting","bodygyroymean",-0.00416672832226415
"783",11,"standing","bodygyroymean",-0.00370169581276596
"784",11,"walking","bodygyroymean",0.0333513181355932
"785",11,"walking_downstairs","bodygyroymean",0.0161588980217391
"786",11,"walking_upstairs","bodygyroymean",0.175896238777778
"787",12,"laying","bodygyroymean",-0.009649239267
"788",12,"sitting","bodygyroymean",-0.00933471278627451
"789",12,"standing","bodygyroymean",-0.00121034245409836
"790",12,"walking","bodygyroymean",0.0363445877
"791",12,"walking_downstairs","bodygyroymean",0.028675382
"792",12,"walking_upstairs","bodygyroymean",0.00558467545192308
"793",13,"laying","bodygyroymean",-0.0136798966806452
"794",13,"sitting","bodygyroymean",0.000296428248979591
"795",13,"standing","bodygyroymean",0.00377761440701754
"796",13,"walking","bodygyroymean",-0.111611633052632
"797",13,"walking_downstairs","bodygyroymean",0.171458044042553
"798",13,"walking_upstairs","bodygyroymean",0.00136702490909091
"799",14,"laying","bodygyroymean",-0.01758078419
"800",14,"sitting","bodygyroymean",0.0145963598814815
"801",14,"standing","bodygyroymean",0.0317212552816667
"802",14,"walking","bodygyroymean",0.283886903372881
"803",14,"walking_downstairs","bodygyroymean",0.0331491882222222
"804",14,"walking_upstairs","bodygyroymean",0.044068015
"805",15,"laying","bodygyroymean",0.0163020887486111
"806",15,"sitting","bodygyroymean",-0.0071613733
"807",15,"standing","bodygyroymean",0.0111397428169811
"808",15,"walking","bodygyroymean",0.0334729658518519
"809",15,"walking_downstairs","bodygyroymean",-0.0623111126190476
"810",15,"walking_upstairs","bodygyroymean",-0.102149646208333
"811",16,"laying","bodygyroymean",-0.03267630723
"812",16,"sitting","bodygyroymean",0.00657801067246377
"813",16,"standing","bodygyroymean",0.012685085319359
"814",16,"walking","bodygyroymean",0.0291117702745098
"815",16,"walking_downstairs","bodygyroymean",-0.0021872445106383
"816",16,"walking_upstairs","bodygyroymean",-0.0266517988235294
"817",17,"laying","bodygyroymean",-0.0248290893060423
"818",17,"sitting","bodygyroymean",0.0052853182203125
"819",17,"standing","bodygyroymean",-0.00194378575384615
"820",17,"walking","bodygyroymean",0.0389970664590164
"821",17,"walking_downstairs","bodygyroymean",0.0203734166956522
"822",17,"walking_upstairs","bodygyroymean",0.0359614695208333
"823",18,"laying","bodygyroymean",-0.00799628695553846
"824",18,"sitting","bodygyroymean",-0.00107709434385965
"825",18,"standing","bodygyroymean",-0.000600258505479452
"826",18,"walking","bodygyroymean",0.0308668459642857
"827",18,"walking_downstairs","bodygyroymean",0.106932130054545
"828",18,"walking_upstairs","bodygyroymean",0.0542784428275862
"829",19,"laying","bodygyroymean",-0.0206796046048193
"830",19,"sitting","bodygyroymean",0.0174288751945205
"831",19,"standing","bodygyroymean",0.00902504817808219
"832",19,"walking","bodygyroymean",-0.0543801548461538
"833",19,"walking_downstairs","bodygyroymean",-0.0337836950410256
"834",19,"walking_upstairs","bodygyroymean",-0.0258827625
"835",20,"laying","bodygyroymean",-0.0115007035485294
"836",20,"sitting","bodygyroymean",0.000632069436060606
"837",20,"standing","bodygyroymean",0.022693754230137
"838",20,"walking","bodygyroymean",0.0364901489019608
"839",20,"walking_downstairs","bodygyroymean",-0.0466009786666667
"840",20,"walking_upstairs","bodygyroymean",-0.134704690078431
"841",21,"laying","bodygyroymean",-0.0316169078222222
"842",21,"sitting","bodygyroymean",-0.00148915306
"843",21,"standing","bodygyroymean",0.000585377267415731
"844",21,"walking","bodygyroymean",-0.0261052105769231
"845",21,"walking_downstairs","bodygyroymean",0.127509200888889
"846",21,"walking_upstairs","bodygyroymean",-0.0870883234042553
"847",22,"laying","bodygyroymean",-0.00872382149583333
"848",22,"sitting","bodygyroymean",0.01114425125
"849",22,"standing","bodygyroymean",-0.0023213609968254
"850",22,"walking","bodygyroymean",-0.041810892826087
"851",22,"walking_downstairs","bodygyroymean",0.0443606836388889
"852",22,"walking_upstairs","bodygyroymean",-0.0847083602380952
"853",23,"laying","bodygyroymean",-0.0201588937902778
"854",23,"sitting","bodygyroymean",0.0157377057117647
"855",23,"standing","bodygyroymean",0.00531273028529412
"856",23,"walking","bodygyroymean",-0.0230448648305085
"857",23,"walking_downstairs","bodygyroymean",-0.109672954203704
"858",23,"walking_upstairs","bodygyroymean",-0.101975890803922
"859",24,"laying","bodygyroymean",-0.0227832898458333
"860",24,"sitting","bodygyroymean",-0.000509760817941177
"861",24,"standing","bodygyroymean",0.0101117338637681
"862",24,"walking","bodygyroymean",-0.0241179845517241
"863",24,"walking_downstairs","bodygyroymean",0.0510343494363636
"864",24,"walking_upstairs","bodygyroymean",-0.0515807914576271
"865",25,"laying","bodygyroymean",0.0175084314178082
"866",25,"sitting","bodygyroymean",-0.00646163502153846
"867",25,"standing","bodygyroymean",0.00753886691081081
"868",25,"walking","bodygyroymean",0.0952879232391892
"869",25,"walking_downstairs","bodygyroymean",0.0157674209137931
"870",25,"walking_upstairs","bodygyroymean",0.0267102899538462
"871",26,"laying","bodygyroymean",-0.00467139811710526
"872",26,"sitting","bodygyroymean",-0.00562275637948718
"873",26,"standing","bodygyroymean",0.000700709108108108
"874",26,"walking","bodygyroymean",-0.0356063129661017
"875",26,"walking_downstairs","bodygyroymean",-0.01682224918
"876",26,"walking_upstairs","bodygyroymean",0.0528373946
"877",27,"laying","bodygyroymean",-0.0224284583824324
"878",27,"sitting","bodygyroymean",-0.00568640674857143
"879",27,"standing","bodygyroymean",0.0062591074335
"880",27,"walking","bodygyroymean",-0.0255789912807018
"881",27,"walking_downstairs","bodygyroymean",0.0187261390909091
"882",27,"walking_upstairs","bodygyroymean",0.174583696098039
"883",28,"laying","bodygyroymean",-0.02205463533625
"884",28,"sitting","bodygyroymean",0.00542581370416667
"885",28,"standing","bodygyroymean",0.0113567698607595
"886",28,"walking","bodygyroymean",0.052905987
"887",28,"walking_downstairs","bodygyroymean",0.117714092826087
"888",28,"walking_upstairs","bodygyroymean",-0.0186220645098039
"889",29,"laying","bodygyroymean",-0.0058682511
"890",29,"sitting","bodygyroymean",-0.00428323292166667
"891",29,"standing","bodygyroymean",-5.68608784615384e-05
"892",29,"walking","bodygyroymean",0.0802407785849057
"893",29,"walking_downstairs","bodygyroymean",0.00251454708333334
"894",29,"walking_upstairs","bodygyroymean",-0.198854086734694
"895",30,"laying","bodygyroymean",-0.00409605519871429
"896",30,"sitting","bodygyroymean",-0.000952095935483871
"897",30,"standing","bodygyroymean",-0.000895401430508475
"898",30,"walking","bodygyroymean",0.105196394307692
"899",30,"walking_downstairs","bodygyroymean",0.147896323225806
"900",30,"walking_upstairs","bodygyroymean",-0.0906104226153846
"901",1,"laying","bodygyrozmean",0.067336505546
"902",1,"sitting","bodygyrozmean",-0.0256845792744681
"903",1,"standing","bodygyrozmean",-0.0142733783603774
"904",1,"walking","bodygyrozmean",-0.0102160895652632
"905",1,"walking_downstairs","bodygyrozmean",0.0191197775510204
"906",1,"walking_upstairs","bodygyrozmean",-0.0386309918301887
"907",2,"laying","bodygyrozmean",0.0489002066666667
"908",2,"sitting","bodygyrozmean",-0.0352881267247826
"909",2,"standing","bodygyrozmean",0.000350923253703704
"910",2,"walking","bodygyrozmean",-0.00473262284745763
"911",2,"walking_downstairs","bodygyrozmean",0.0205459865021277
"912",2,"walking_upstairs","bodygyrozmean",0.195139590416667
"913",3,"laying","bodygyrozmean",0.0449739774408065
"914",3,"sitting","bodygyrozmean",0.0135857389115385
"915",3,"standing","bodygyrozmean",-0.0347819959885246
"916",3,"walking","bodygyrozmean",-0.0324380118448276
"917",3,"walking_downstairs","bodygyrozmean",-0.032243500377551
"918",3,"walking_upstairs","bodygyrozmean",-0.0479954663728814
"919",4,"laying","bodygyrozmean",0.0652862963209259
"920",4,"sitting","bodygyrozmean",-0.000423404441999999
"921",4,"standing","bodygyrozmean",-0.00904168362714286
"922",4,"walking","bodygyrozmean",0.0151726290666667
"923",4,"walking_downstairs","bodygyrozmean",-0.0303936686244444
"924",4,"walking_upstairs","bodygyrozmean",-0.0719013202846154
"925",5,"laying","bodygyrozmean",0.0577465030576923
"926",5,"sitting","bodygyrozmean",-0.01450408055
"927",5,"standing","bodygyrozmean",-0.0323256292875
"928",5,"walking","bodygyrozmean",-0.0112616342678571
"929",5,"walking_downstairs","bodygyrozmean",-0.0239144140851064
"930",5,"walking_upstairs","bodygyrozmean",0.0426538982978723
"931",6,"laying","bodygyrozmean",0.0648268942666667
"932",6,"sitting","bodygyrozmean",-0.0174122706927273
"933",6,"standing","bodygyrozmean",-0.00635685329649123
"934",6,"walking","bodygyrozmean",-0.0613058014912281
"935",6,"walking_downstairs","bodygyrozmean",-0.0922844452291667
"936",6,"walking_upstairs","bodygyrozmean",0.0286201649607843
"937",7,"laying","bodygyrozmean",0.0503826166903846
"938",7,"sitting","bodygyrozmean",-0.0334633143304167
"939",7,"standing","bodygyrozmean",-0.00522812548528302
"940",7,"walking","bodygyrozmean",-0.0188545428947368
"941",7,"walking_downstairs","bodygyrozmean",0.0370913634468085
"942",7,"walking_upstairs","bodygyrozmean",0.044205211472549
"943",8,"laying","bodygyrozmean",0.0443840109259259
"944",8,"sitting","bodygyrozmean",-0.0220870506021739
"945",8,"standing","bodygyrozmean",-0.0209508797907407
"946",8,"walking","bodygyrozmean",-0.02580681125
"947",8,"walking_downstairs","bodygyrozmean",0.110591664736842
"948",8,"walking_upstairs","bodygyrozmean",-0.03465647
"949",9,"laying","bodygyrozmean",0.01188388217
"950",9,"sitting","bodygyrozmean",-0.00475765208
"951",9,"standing","bodygyrozmean",0.00281254090184444
"952",9,"walking","bodygyrozmean",-0.00780932788461538
"953",9,"walking_downstairs","bodygyrozmean",-0.0517785222142857
"954",9,"walking_upstairs","bodygyrozmean",0.0617982984897959
"955",10,"laying","bodygyrozmean",0.0167199069746552
"956",10,"sitting","bodygyrozmean",-0.0169905866148148
"957",10,"standing","bodygyrozmean",0.0140732407818182
"958",10,"walking","bodygyrozmean",0.0634586650566038
"959",10,"walking_downstairs","bodygyrozmean",-0.0533154063157895
"960",10,"walking_upstairs","bodygyrozmean",-0.0173035998297872
"961",11,"laying","bodygyrozmean",0.0494455678526316
"962",11,"sitting","bodygyrozmean",-0.0103278310283019
"963",11,"standing","bodygyrozmean",-0.00743955707021277
"964",11,"walking","bodygyrozmean",-0.0112662439491525
"965",11,"walking_downstairs","bodygyrozmean",0.0284300401086956
"966",11,"walking_upstairs","bodygyrozmean",0.0178352589018519
"967",12,"laying","bodygyrozmean",0.05157944418855
"968",12,"sitting","bodygyrozmean",-0.0114548263058824
"969",12,"standing","bodygyrozmean",-0.0213702498786885
"970",12,"walking","bodygyrozmean",0.0181658566
"971",12,"walking_downstairs","bodygyrozmean",-0.033713730123913
"972",12,"walking_upstairs","bodygyrozmean",-0.103936569769231
"973",13,"laying","bodygyrozmean",0.0345318929790323
"974",13,"sitting","bodygyrozmean",-0.0205351371265306
"975",13,"standing","bodygyrozmean",-0.000405767221052632
"976",13,"walking","bodygyrozmean",0.0580394516491228
"977",13,"walking_downstairs","bodygyrozmean",0.0437955634255319
"978",13,"walking_upstairs","bodygyrozmean",0.0468485491272727
"979",14,"laying","bodygyrozmean",0.0208805856372549
"980",14,"sitting","bodygyrozmean",0.00165490248518519
